object_id,x,y,object_type,Random marker (continuous),Random marker (categorical),Marker (continuous),Marker (categorical),Distance from reference point,points
206,514.615544102,-486.508810317,point,0.7923464617989338,A,0.9713356832931884,A,3987.207900353625,True
207,-257.5505344561,-95.7168928996,point,-0.8628861229104132,B,-0.9652352909417192,B,533.7521661804678,True
211,657.3816145503,276.6582854343,point,-0.9344355270965776,B,0.9987404509047166,A,4706.365473803821,True
216,-55.5253728323,414.7917022605,point,-0.28897861474303776,B,-0.6224040645653922,B,1965.5728501524752,True
221,145.8562818442,401.9658622405,point,0.20874595680291352,A,0.8607983772240877,A,1760.535237984883,True
222,-685.068796846,-502.2618674671,point,0.6714703454602482,A,-0.786908513170173,B,7271.525200759302,True
223,-33.0101038203,-661.4272104507,point,-0.9859136950556622,B,-0.7792357569861688,B,3500.133523407038,True
225,-478.5572476707,-735.7002469034,point,0.7072890062859634,A,0.45986977689643516,A,7597.164193782541,True
226,151.8974182646,453.6506009859,point,-0.7235729454311575,B,0.6219049196711605,A,1804.4148417699585,True
233,-373.5557620912,680.6276846041,point,0.337327279971122,A,-0.8282056336187713,B,5914.750102701475,True
235,111.2914647648,706.2918155034,point,0.19775819843089315,A,0.8892599941051484,A,5409.362630544233,True
236,560.4940392501,-367.1099570054,point,-0.3846207200702203,B,0.6140737066787209,A,4067.5568878755143,True
238,632.5008687015,-282.1670924246,point,-0.7905371514784194,B,-0.28428699413509384,B,4181.493821332648,True
239,640.2462597113,-738.2347228974,point,-0.6011362537005032,B,-0.7271981774449774,B,8768.503483549983,True
242,698.3333009781,-250.5061022187,point,0.27741729406244064,A,-0.7878190751098806,B,4255.773495004876,True
243,-88.5758426746,195.8404709563,point,0.5070791675749609,A,0.7200591634069814,A,280.524609340061,True
245,-132.9405162874,-309.1654611033,point,0.434296274633589,A,-0.21094188723594662,B,728.4776254260821,True
247,-637.0821258676,-620.0936666157,point,0.9741233828798936,A,-0.9118822444208456,B,7402.08076005675,True
248,319.7054239207,-289.7792249588,point,-0.9939945021085335,B,0.22858257357977846,A,1103.2987801675672,True
250,-112.0551033839,-237.9875592516,point,-0.6038573857412142,B,-0.7051821927138813,B,660.0606278698634,True
252,-493.5384125119,-148.9504556095,point,0.2027650068084752,A,-0.9332524157744326,B,2783.3413868588764,True
264,-62.0879885926,452.8021298874,point,-0.521737061144776,B,-0.6977245365983313,B,1977.6215319988341,True
265,336.2321673856,-829.0573472603,point,-0.7897877819823129,B,0.983918281046411,A,8460.750217099703,True
268,-204.9995596976,-584.5626836275,point,0.19642310850566425,A,0.6410134680946077,A,3309.4219097928,True
272,-457.9677118214,595.9876245673,point,-0.6541085562439108,B,-0.16001756192566216,B,6012.572881599674,True
273,-290.9869131866,51.0443264608,point,-0.6773236458897287,B,-0.5429728481229227,B,445.8679062363974,True
274,516.9428630675,434.5643935328,point,-0.9131466336672203,B,-0.10478659431901693,B,4913.482056988759,True
279,68.4183996386,-630.2522562789,point,0.3736659215257194,A,-0.9755390030859427,B,3554.819241361252,True
283,-648.4105260505,-688.7951665545,point,-0.7593043047491017,B,-0.534086846325223,B,7472.21109596485,True
286,382.8254228684,-133.746348853,point,0.39607657951519215,A,-0.5037516721282465,B,1194.3257086679555,True
288,549.0793075718,-391.1669540255,point,-0.7275042096608613,B,0.7727163173181703,A,4040.9291728982075,True
290,-651.7556084343,-593.1152429715,point,0.34642322620712496,A,-0.988660831883507,B,7369.415122839614,True
291,-474.7508924729,-109.1689703262,point,-0.3128870719615051,B,-0.7419582371597901,B,2739.2562035499327,True
293,627.4722400907,-781.0957065242,point,0.001759573216475463,A,-0.6414529001371565,B,8754.36259976375,True
294,-133.2187269127,756.8454802817,point,-0.439054975658004,B,-0.15655479463165642,B,5673.730952066045,True
295,47.4479013702,161.7045863173,point,-0.06867814097504943,B,0.9995612372248688,A,192.05045613277122,True
298,50.3933105389,787.1305734981,point,-0.287356507586221,B,0.9274490114739128,A,5512.362895638274,True
301,346.9913386542,190.5119032278,point,-0.572456523867984,B,-0.39045729424940007,B,1459.8290820351915,True
306,-747.294636743,188.6086720566,point,-0.4259546560643388,B,-0.9260412002109036,B,6550.903217721716,True
307,13.0530072545,-952.9668112466,point,0.6851724391379967,A,-0.9160680621935252,B,8154.825019553769,True
308,-286.5008846399,44.4621950088,point,-0.5818154819759229,B,-0.528063372932032,B,443.74932957822637,True
310,42.0575359967,-599.7781786168,point,0.8102745744221058,A,-0.8418178316179609,B,3512.997138372539,True
316,501.1398991546,526.4459078969,point,-0.9979694800051295,B,-0.7772706801113557,B,5007.722474321477,True
319,-813.7426750181,-472.5119579697,point,0.5879994022499557,A,-0.576881698630968,B,7236.619963661708,True
320,190.0105937145,-588.2167019407,point,0.3188931850512089,A,-0.8190215326880488,B,3654.746754045201,True
322,717.7021306737,-676.5007669159,point,-0.0665378514050392,B,-0.9955142066405518,B,8870.661751526042,True
325,52.9359926422,539.4648895482,point,0.7222695781591786,A,-0.40873890935933543,B,1935.4842136722195,True
329,-557.3718853894,222.1148052122,point,-0.7910657964155501,B,0.835315289713159,A,2520.2931056256552,True
334,93.4272188731,-934.9758968834,point,-0.4458529023399995,B,-0.4766646438758726,B,8234.18180496662,True
337,468.5311131754,111.963228359,point,0.23462689011059323,A,-0.6649453151390268,B,1420.674001835656,True
339,340.1902685296,180.5702162452,point,0.08065562119791925,A,-0.45940020956716254,B,1450.6860958912255,True
340,47.7627222344,-653.5269339542,point,-0.9635820203689658,B,-0.9758943317113267,B,3555.013910832133,True
341,416.2527029073,-919.1918864977,point,-0.06367445046836884,B,0.8382598405124809,A,8551.50564593187,True
343,-754.4107531081,459.6387175897,point,-0.6836193056303828,B,0.40213464510117014,A,6359.1873586962065,True
344,60.157760156,433.5221642724,point,0.7187093537698999,A,0.3165966327199043,A,1846.2988642437092,True
347,-461.9011179633,-446.0893081981,point,-0.11511682014121027,B,0.5945372799501388,A,3092.331753738488,True
348,-487.2115999373,677.2904890811,point,0.15837081973405276,A,-0.04437145355877423,B,6026.531571722238,True
352,511.8759794457,-732.7492309849,point,0.5607135026438519,A,0.19324457611110282,A,8647.459565631778,True
353,74.6770366769,70.268236967,point,0.8217697954106173,A,0.7230537014150041,A,96.98552813162202,True
355,-671.5815107432,550.9494720594,point,-0.5763038474872555,B,0.9858483185842045,A,6240.565662435926,True
356,87.1722689685,-350.294668758,point,-0.5806469786846038,B,0.8867315450715592,A,884.8093910152265,True
358,16.1548074422,734.014304015,point,-0.6077667578765085,B,0.9300704022319263,A,5511.514244790562,True
361,-4.6675286353,135.3984446783,point,-0.5140863696387121,B,0.9842950753749847,A,167.20023797218093,True
363,632.939050738,181.837099394,point,0.5213541083442268,A,0.6954483700204568,A,4616.1786630940305,True
364,653.4339083805,387.3036557736,point,0.9285910208398955,A,0.5717148711886684,A,4827.853200795358,True
368,413.2361642577,600.8948229324,point,-0.0767379060478035,B,-0.9735544446453585,B,5117.0389642057,True
369,-830.6415933538,-120.0652485884,point,0.6209058620179022,A,0.706344980278681,A,6879.958699001559,True
372,967.9513886342,-15.1603560638,point,-0.26541440775591174,B,-0.7531075776106806,B,9527.11070800995,True
373,663.1824864875,-596.6209714977,point,-0.8057976098695536,B,-0.9978865328428607,B,8851.488123084753,True
377,-611.1812751147,-23.6568468387,point,0.8914077728106311,A,-0.6243391536136612,B,2719.852060052608,True
379,-357.2880054779,772.7894488103,point,-0.9249149947464197,B,-0.9046167501079692,B,5896.200331994574,True
383,-116.5499322898,757.9342293494,point,-0.7632899159126052,B,-0.01799787926990828,B,5657.026638589794,True
384,-115.9412865296,-217.441085677,point,0.9620884770659033,A,-0.817430708519941,B,639.1498651914325,True
385,35.8511285828,-337.2944284833,point,0.3616454618949869,A,0.6606641998428264,A,840.5866223599671,True
386,309.8858465025,-910.5971519022,point,-0.44852824676809044,B,0.9184179763327316,A,8433.492142055673,True
387,498.1870175369,-518.4207886076,point,0.51345898504442,A,0.997156107298426,A,3967.458978625943,True
395,116.599689981,725.3354489494,point,0.15462645420063903,A,0.9196503353302772,A,5417.938365618441,True
400,-196.2879856003,-217.5304223328,point,0.7033517684427155,A,-0.8783015461756127,B,625.3064684396778,True
402,624.4104376446,336.8374267934,point,-0.3949233074392482,B,0.8660442105716716,A,4775.21631968051,True
405,-32.4099870404,797.8506014279,point,0.5967736148213578,A,0.5022418875124746,A,5591.724045504224,True
408,-260.0755735537,386.3460213112,point,-0.9632010739700252,B,-0.667039282891227,B,2174.319388362003,True
415,-300.9471965123,761.740212164,point,0.8042999810793505,A,-0.9992729975723242,B,5838.786288543828,True
419,-764.2011846315,-430.8171952596,point,-0.7410590057491089,B,-0.20896170723208404,B,7188.0928230665695,True
421,-821.364022426,-156.8954137126,point,-0.7284620238810902,B,0.8598505887943182,A,6910.037365794487,True
423,582.4568015382,459.4597864834,point,-0.7884295712302156,B,-0.19677147785197557,B,4924.6522106754455,True
424,229.5279290485,-902.6634026035,point,0.993993752528844,A,0.5805728004683778,A,8368.13644792324,True
430,77.7824071232,737.2352807274,point,0.9779945414724844,A,0.9957774447236811,A,5455.339659227158,True
431,106.5257508723,114.5442056352,point,0.9073995123032297,A,0.9500818044346423,A,150.419758303334,True
433,-464.4577714595,-755.0679578013,point,-0.6386659601497122,B,0.6268348403353448,A,7621.120475940981,True
437,-69.1014596881,-321.6410768597,point,0.7338903906380929,A,0.09743065809015175,A,765.6924929635118,True
438,-68.5620189197,-270.0396804883,point,0.7726398136263162,A,-0.3263595410057115,B,714.0882770134468,True
439,104.6310036675,788.4760855871,point,-0.5488660541673431,B,0.9981977916182797,A,5473.576715082934,True
443,686.4032363211,-656.6765851724,point,-0.33557345853283427,B,-0.9942813546960046,B,8846.451727113892,True
447,-518.2524070309,62.377920505,point,-0.36472370012043176,B,0.4184762879859364,A,2587.1257897146015,True
448,-585.6936452111,-749.0801503349,point,-0.6575099988199538,B,0.03380650471168235,A,7543.879922313991,True
449,-783.5603509809,-269.3848382396,point,0.36204610661901615,A,0.8895872637020615,A,7031.258358281438,True
459,453.9423602691,-71.6385274292,point,-0.7561789020181147,B,-0.9673876365604162,B,1288.738049677052,True
460,-207.8723666209,820.0102607517,point,0.05670992423455834,A,-0.8121770403624314,B,5768.611662870334,True
461,-453.2942852107,-769.9730127748,point,0.5543411025266634,A,0.7397297994200246,A,7639.742615694248,True
467,-847.8190178773,100.9412003438,point,0.4524047559900637,A,-0.751039764348642,B,6683.883876667068,True
469,656.593118717,442.4430117398,point,-0.40393477699524305,B,0.2037235818374601,A,4876.265367205222,True
472,334.2237837731,378.7731917407,point,0.12951254083806862,A,0.9525443143780759,A,1659.343022459569,True
475,314.2509079045,299.6364062164,point,-0.11837199865064885,B,0.6365640812027277,A,1590.7686590596709,True
476,444.9876056119,23.6124418262,point,0.9956827327021247,A,-0.9757186464517574,B,1345.9670550958672,True
479,-314.5982939402,-589.1149522491,point,0.24667909830398838,A,0.8956429281208447,A,3259.7351111688986,True
483,446.3468421374,79.9139814464,point,-0.8680624098208374,B,-0.8685348683561452,B,1381.6958527114064,True
488,-871.5274614007,207.0509793538,point,-0.2694855066862143,B,-0.9764794934447623,B,6623.4225862526455,True
489,585.2478572705,357.3883669469,point,-0.47864275511984755,B,0.6322334452261296,A,4818.75263675433,True
490,-910.7954022673,99.3881567019,point,-0.9666907743132773,B,-0.4248653457097078,B,6733.182555756261,True
494,912.0198027732,-197.5014919797,point,0.13207613024951148,A,0.6687935490131917,A,9336.867782009334,True
505,274.1006529756,305.7159902192,point,-0.7623932654159935,B,0.6718699272839667,A,1596.3721399198853,True
506,367.6579651198,206.7163906223,point,0.08339773021343344,A,-0.18127021664773724,B,1486.0911242479965,True
508,651.4734915207,-247.7681533842,point,0.24287858228108017,A,-0.5774736999630689,B,4220.778009293515,True
510,-524.8829523258,-32.1825060622,point,0.22973369899088758,A,-0.28535775034726896,B,2673.663390372769,True
511,141.5185626328,15.6417731587,point,-0.28335239637328136,B,0.7089578564532572,A,94.562330115753,True
512,-186.5011520898,486.6979372339,point,0.855003321453812,A,-0.8993392337097074,B,2127.7559932802337,True
515,-729.8942335434,-539.4850713179,point,0.8256214855787987,A,-0.9048778776245806,B,7298.562379004615,True
517,-427.9588279761,-823.6003242621,point,-0.21050463921422624,B,0.9704106183085777,A,7699.0534404283735,True
518,-861.9143776119,-309.956880358,point,-0.8291928877739965,B,0.6840034922572208,A,7072.442838041088,True
519,-22.4849914268,476.1032689605,point,-0.6978926891497819,B,-0.44257238032345486,B,1939.9714237916878,True
520,821.0128715163,-621.3645838808,point,0.5941993276569728,A,-0.3852148224821312,B,9000.333970500904,True
524,-501.2632431404,305.0932069259,point,-0.8207444225849221,B,0.9999419698984497,A,2449.1494886550404,True
525,652.9106632117,45.4624473737,point,0.7666915395503897,A,-0.4723182410834203,B,4464.8631379359385,True
527,-195.7615417201,-918.0937222065,point,0.08031220648562565,A,-0.2204956659267772,B,7943.492200779048,True
532,-507.4588164002,-69.4907334184,point,-0.3869186605968489,B,-0.47955100934853845,B,2698.954986463713,True
535,-768.673316041,-511.9179861968,point,0.8788419320540606,A,-0.7754198825391061,B,7269.316823521996,True
536,-571.0067340282,188.9278807714,point,0.9124313995929945,A,0.6363187929276286,A,2556.1718047553945,True
540,-16.3483847478,-273.8239870764,point,-0.4066304647684251,B,0.0036506091878206626,A,754.4203109371242,True
541,-725.834575708,-430.2199592095,point,-0.12345378673301322,B,-0.2137796566697798,B,7188.684342472359,True
545,49.4853120573,785.6377457537,point,0.014229503508875307,A,0.9303989745570799,A,5511.406799423451,True
548,-438.4979267913,-436.14492371,point,-0.8861946912799565,B,0.4933214373949786,A,3077.8374336678103,True
550,234.117066407,-207.6488888394,point,-0.4202461621978901,B,0.8028558049198473,A,1019.1249420062821,True
551,-546.0721746183,-13.2949544671,point,0.9064156834747488,A,-0.21529879677637465,B,2664.9775640434423,True
552,609.67151751,-679.6966884986,point,0.7859503995713444,A,-0.7147125715993236,B,8766.341291908142,True
563,-408.7523893461,-759.9494544865,point,-0.5963489981046957,B,0.8360441520625181,A,7658.626343302533,True
564,60.9294258448,-319.8379375636,point,-0.21896272625324698,B,0.6854338801438272,A,844.6061661413055,True
565,-737.2282759955,292.7228765144,point,-0.07428959510338684,B,-0.3722785940391973,B,6454.62455854523,True
566,519.9794355177,-484.0396669986,point,0.16190952530892866,A,0.9584674109754882,A,3993.112813549111,True
568,95.3504083964,-260.2046724843,point,0.0396548118700486,A,0.7799282897610256,A,861.3283846965,True
570,-781.073102886,184.1133054389,point,0.306392800406621,A,-0.9838460167217397,B,6575.746130281101,True
571,107.5629758579,712.5996067872,point,0.8311959595906178,A,0.9155148617636619,A,5416.689967059561,True
575,-464.482510447,307.028253296,point,-0.11457894290441062,B,0.9499554196124449,A,2412.3178894239754,True
579,999.7002803038,-260.5382598588,point,-0.24558702620269912,B,0.6427943893803124,A,9341.001094638308,True
584,993.1081810629,-123.0115073055,point,0.6247468242374601,A,-0.23406881029078283,B,9453.129239993817,True
586,974.4348163702,-273.1536386092,point,-0.7956470426727331,B,0.8041828140646986,A,9312.662040325518,True
589,-297.0934946349,810.9378983855,point,0.4626263799440382,A,-0.9918227321129689,B,5858.718994880689,True
598,-260.5082320236,404.7529361178,point,-0.20883225187515597,B,-0.6362631605265671,B,2179.18934002282,True
600,-729.2228033202,268.4182457444,point,0.9801340287026814,A,-0.5359863325415749,B,6476.730090256456,True
606,179.8977240514,-662.1771935512,point,0.8369163276951428,A,-0.705230046255368,B,3675.981476012866,True
612,-379.7093612798,-840.9776015897,point,-0.23412125589816157,B,0.992745541815938,A,7742.781035930771,True
617,770.0174829271,-670.6653581105,point,-0.7008951291670267,B,-0.8428286583394178,B,8927.484713251368,True
618,684.4219664993,121.1956669098,point,0.9062434721959411,A,0.19047114144009844,A,4546.890467382814,True
619,-179.8820661587,166.7043136506,point,0.9927514418010657,A,0.36219828130124,A,332.5160906984333,True
621,-343.8495502997,-915.2586777604,point,0.842105609938242,A,0.6910235037524894,A,7825.2649999517,True
624,-507.3589608632,-325.042634625,point,-0.40410091147656324,B,-0.3781326472927302,B,2969.395546360687,True
626,163.2192040709,700.4738426663,point,0.8652747373450138,A,0.6535466409697288,A,5363.3469592169295,True
628,-715.8672015043,373.8247450625,point,0.35505803288431936,A,0.2079722364683727,A,6383.7088442524155,True
631,619.5760614771,311.9176925139,point,-0.43769573389294214,B,0.9442827494524665,A,4752.635513644751,True
634,431.1326133782,-581.4677500139,point,0.13217440504831623,A,0.929636766361001,A,3913.1222858195324,True
636,-206.961011468,-869.1268304566,point,0.7117230641757928,A,0.1818605547668738,A,7894.868099644278,True
639,759.9783482907,-677.3259608805,point,0.16102875558422447,A,-0.8751187999535848,B,8919.905090768472,True
643,385.4292542673,-13.7044297154,point,-0.7781944105465888,B,-0.9102975627847838,B,1268.2536342108547,True
648,154.8029619527,-683.1991883986,point,-0.5995779977943634,B,-0.7729556751709429,B,3663.892793388497,True
651,-765.3746697988,-165.5943469299,point,-0.15200896176007173,B,0.899814284187629,A,6920.161368665753,True
654,428.0932123446,106.5120458034,point,0.09224544024519177,A,-0.8402436872502643,B,1388.2365736997856,True
658,2.1451290089,-317.7294811636,point,-0.9562041023410668,B,0.39078746708372775,A,802.1606687940122,True
661,-128.3928444866,-583.960273325,point,0.7746885606428233,A,0.21022509855951385,A,3367.5034421317896,True
666,-533.4368414477,-61.262922876,point,0.5186200068711282,A,-0.5158355981005827,B,2703.975758494941,True
667,356.0661721271,250.0763559433,point,-0.06945949038399202,B,0.10079840166948945,A,1520.0808590202557,True
668,-268.3815941457,695.1694380819,point,0.995719458431745,A,-0.9336416317556713,B,5799.400537752976,True
669,-202.2685124504,-132.9410263838,point,0.16415232658230017,A,-0.9812710316420487,B,542.22541230572,True
670,441.1069430807,-576.42936739,point,0.04057455442903746,A,0.9440474195301156,A,3918.074498755705,True
671,882.9571136473,-512.4177007499,point,-0.17032891469865952,B,0.41098575778768087,A,9098.611054156025,True
672,-30.0399307179,-276.7453261034,point,0.2073523489518696,A,-0.0837081823996897,B,743.9254868639636,True
673,-443.0350848757,-297.518647394,point,0.7451821235094069,A,-0.5991546661017466,B,2938.835564294512,True
678,296.552367225,-172.0724447081,point,0.32228400631656706,A,0.3035049530961954,A,1093.969078092107,True
682,115.2867141313,436.0356747337,point,-0.6538188038763844,B,0.6094661523489401,A,1806.3091453282088,True
684,323.0852769747,397.9829456515,point,0.7881906255065516,A,0.9922892585686022,A,1681.5484492514931,True
689,210.1299718217,-612.9044915363,point,0.7339629659265323,A,-0.6589207230486042,B,3683.5852178160503,True
690,786.1617028505,-517.4309097163,point,0.026153608535302464,A,-0.38115170639467144,B,9000.861835748261,True
694,35.907102305,-694.598325446,point,-0.7658488083944697,B,-0.9913587296633941,B,3565.628673601371,True
695,-1.0739656449,-649.8939179518,point,-0.49515516010614435,B,-0.8167498420403624,B,3507.610715725187,True
