x,y,z,annotation
144.2086956521739,441.67826086956524,150.59130434782608,Epithelial
66.02439024390245,440.30243902439025,150.33658536585367,Epithelial
644.6949152542373,438.93220338983053,150.72881355932202,Epithelial
484.719298245614,439.57894736842104,150.89473684210526,Stomal/Other
427.25581395348837,438.8139534883721,151.0,Stomal/Other
392.49732620320856,440.45454545454544,150.57219251336898,B cells
510.61728395061726,438.8641975308642,150.6172839506173,Stomal/Other
502.420814479638,440.0135746606335,150.3710407239819,Stomal/Other
474.8144329896907,438.41237113402065,150.58762886597938,CD8- T cells
416.3243243243243,438.0810810810811,150.72972972972974,CD8- T cells
164.53333333333333,437.32444444444445,150.18666666666667,Epithelial
578.6904761904761,438.3095238095238,150.9047619047619,Epithelial
462.61728395061726,436.1604938271605,150.62962962962962,CD8- T cells
451.51724137931035,435.87931034482756,151.0,CD8+ T cells
358.63492063492066,435.58730158730157,150.07142857142858,Stomal/Other
603.3164556962025,434.9493670886076,150.59493670886076,Epithelial
179.11428571428573,435.51428571428573,151.0,Stomal/Other
110.50909090909092,435.03636363636366,150.38787878787878,Stomal/Other
267.8623188405797,433.7608695652174,150.31159420289856,Stomal/Other
640.453488372093,432.1860465116279,150.90697674418604,Epithelial
479.38759689922483,432.7829457364341,150.54263565891472,CD8- T cells
619.0526315789474,432.0736842105263,150.67368421052632,Epithelial
288.1207729468599,430.6811594202899,150.47826086956522,Stomal/Other
138.70967741935485,430.8709677419355,151.0,Stomal/Other
243.80349344978166,430.72489082969435,150.55021834061137,Stomal/Other
514.8141592920354,427.28761061946904,150.4513274336283,Stomal/Other
589.7637795275591,428.244094488189,150.64566929133858,Epithelial
577.0309278350516,425.1958762886598,150.5979381443299,Epithelial
555.7764705882353,425.74117647058824,150.64705882352942,Epithelial
540.0941176470589,424.43529411764706,151.0,Stomal/Other
390.64406779661016,425.6949152542373,151.0,CD8- T cells
190.488,425.128,150.552,Stomal/Other
145.19354838709677,424.9032258064516,151.0,Stomal/Other
463.95180722891564,423.56626506024094,150.48192771084337,CD8- T cells
471.34615384615387,421.8205128205128,150.64102564102564,CD8- T cells
456.2126582278481,421.69620253164555,149.75189873417722,CD8- T cells
300.52941176470586,422.5686274509804,151.0,Stomal/Other
214.08988764044943,423.2022471910112,150.7865168539326,Stomal/Other
133.20408163265307,423.5816326530612,150.57142857142858,Stomal/Other
85.27678571428571,423.39285714285717,150.60714285714286,Stomal/Other
605.8130081300814,422.0162601626016,150.4959349593496,Epithelial
182.0408163265306,421.2108843537415,150.44897959183675,Stomal/Other
562.7987421383648,420.2201257861635,150.53459119496856,Epithelial
491.6363636363636,419.62987012987014,150.0974025974026,B cells
613.1153846153846,419.34615384615387,151.0,Epithelial
432.9325842696629,419.02247191011236,150.68539325842696,CD8- T cells
414.96078431372547,419.078431372549,150.59803921568627,Stomal/Other
284.4310344827586,418.91379310344826,150.75862068965517,Stomal/Other
7.016949152542373,419.45762711864404,150.83050847457628,Stomal/Other
70.02857142857142,417.6,151.0,Stomal/Other
440.92857142857144,416.3142857142857,150.21904761904761,CD8+ T cells
254.3227848101266,416.5886075949367,150.3987341772152,CD8- T cells
196.03571428571428,418.10714285714283,150.0765306122449,Stomal/Other
509.76666666666665,416.6166666666667,150.6,Stomal/Other
632.0344827586207,414.4655172413793,150.63793103448276,Epithelial
504.38961038961037,411.3181818181818,150.57142857142858,Stomal/Other
332.43888888888887,412.7944444444444,150.36666666666667,Stomal/Other
164.37179487179486,413.53846153846155,151.0,Stomal/Other
126.4298245614035,410.86842105263156,150.859649122807,CD8+ T cells
77.38955823293173,411.5301204819277,150.30923694779116,CD8+ T cells
137.91489361702128,412.21276595744683,150.61702127659575,CD8+ T cells
60.18,411.99,150.66,CD8- T cells
475.3333333333333,410.8030303030303,151.0,CD8- T cells
487.35051546391753,409.8144329896907,150.5257731958763,Stomal/Other
47.09701492537314,409.5,149.38432835820896,Stomal/Other
579.0631578947368,408.66315789473686,150.28947368421052,Epithelial
552.6666666666666,408.65686274509807,150.6764705882353,Stomal/Other
350.43835616438355,409.32191780821915,150.54794520547946,Stomal/Other
259.4233128834356,409.2147239263804,150.11042944785277,Stomal/Other
4.0162162162162165,408.3243243243243,150.14054054054054,Stomal/Other
624.9487179487179,408.20512820512823,151.0,Epithelial
512.5280898876405,407.2808988764045,150.35955056179776,Stomal/Other
436.90225563909775,407.9398496240602,150.27067669172934,CD8+ T cells
144.3030303030303,406.90909090909093,151.0,Stomal/Other
632.79,405.0,150.205,Epithelial
114.9030303030303,404.43636363636364,150.6060606060606,CD8- T cells
646.8173076923077,402.25,150.71153846153845,Stomal/Other
471.35074626865674,402.64179104477614,150.52985074626866,Stomal/Other
451.4715025906736,403.95854922279796,150.49740932642487,Stomal/Other
424.74045801526717,403.5038167938931,150.41221374045801,CD8- T cells
401.5348837209302,402.93023255813955,151.0,Macrophages
265.06024096385545,402.31325301204816,150.56626506024097,Stomal/Other
105.58823529411765,402.5,151.0,CD8- T cells
46.443708609271525,402.1324503311258,150.25827814569536,CD8- T cells
377.6825396825397,400.1904761904762,151.0,Stomal/Other
97.1025641025641,400.97435897435895,150.17948717948718,CD8- T cells
591.8461538461538,400.09615384615387,151.0,Epithelial
547.5,399.2295081967213,150.54098360655738,CD8- T cells
622.15625,399.375,151.0,Epithelial
70.86915887850468,398.42056074766356,150.7289719626168,Endothelial cells
504.69444444444446,397.1458333333333,150.70833333333334,CD8- T cells
458.4782608695652,397.5652173913044,151.0,B cells
299.2567567567568,397.5,150.83783783783784,Stomal/Other
175.41509433962264,397.8679245283019,150.8490566037736,Stomal/Other
20.0,398.89130434782606,150.42028985507247,Stomal/Other
537.0,396.9142857142857,151.0,Stomal/Other
191.675,397.795,150.365,Stomal/Other
526.5569620253165,395.53164556962025,150.62025316455697,Stomal/Other
412.95620437956205,395.4160583941606,150.64963503649636,Stomal/Other
367.8646616541353,396.0,150.54887218045113,Stomal/Other
63.72222222222222,396.0,151.0,Endothelial cells
557.4,393.0181818181818,150.6,Stomal/Other
564.5390625,391.984375,150.59375,Stomal/Other
392.42011834319527,391.34023668639054,149.8905325443787,Stomal/Other
312.31,389.87,150.78,Stomal/Other
280.4347826086956,391.1521739130435,151.0,Stomal/Other
103.1358024691358,391.679012345679,150.7530864197531,CD8- T cells
347.47058823529414,390.4313725490196,151.0,Stomal/Other
176.7948717948718,389.37179487179486,150.67948717948718,Stomal/Other
618.9603174603175,387.91269841269843,150.484126984127,Epithelial
590.9176470588235,387.98823529411766,150.63529411764705,Epithelial
483.8543689320388,389.33009708737865,150.6990291262136,Stomal/Other
142.1829268292683,389.4146341463415,150.609756097561,CD8+ T cells
636.792,386.216,150.656,Epithelial
575.986301369863,388.6575342465753,151.0,Stomal/Other
335.5833333333333,387.9583333333333,151.0,Stomal/Other
530.1481481481482,388.0,151.0,Stomal/Other
31.115384615384617,387.5576923076923,151.0,Stomal/Other
141.03529411764706,384.2470588235294,150.54117647058823,CD8+ T cells
94.34285714285714,386.1714285714286,150.52857142857144,CD8- T cells
49.5,385.5833333333333,150.59722222222223,Stomal/Other
625.2,384.0,151.0,Epithelial
85.21904761904761,383.85714285714283,150.64761904761906,CD8- T cells
73.72727272727273,383.96363636363634,151.0,Stomal/Other
56.06521739130435,383.2391304347826,151.0,CD8+ T cells
455.4864864864865,382.9594594594595,150.64864864864865,Stomal/Other
161.75935828877004,382.06417112299465,150.2139037433155,CD8- T cells
528.1553398058253,381.40776699029124,150.7378640776699,Stomal/Other
513.5945945945946,382.1801801801802,150.86486486486487,Stomal/Other
504.0,381.5,151.0,Stomal/Other
414.42105263157896,381.94736842105266,150.73684210526315,Stomal/Other
575.52,382.0,151.0,Stomal/Other
468.4259259259259,381.1666666666667,150.62037037037038,Stomal/Other
106.16666666666667,381.65384615384613,150.76923076923077,CD8+ T cells
643.4273504273505,380.7264957264957,150.47863247863248,Epithelial
151.5251572327044,383.5062893081761,149.89622641509433,CD8- T cells
429.5705128205128,377.96794871794873,150.5897435897436,Stomal/Other
301.0,377.64,150.64,Epithelial
595.9041095890411,376.93835616438355,150.58904109589042,Stomal/Other
447.37113402061857,376.78350515463916,150.5979381443299,Stomal/Other
281.720823798627,375.69565217391306,149.62929061784897,Epithelial
128.2826086956522,376.0652173913044,150.38695652173914,CD8- T cells
3.8214285714285716,376.23809523809524,150.64285714285714,Stomal/Other
365.07766990291265,375.4466019417476,150.5728155339806,Stomal/Other
328.13824884792626,374.68663594470047,150.34562211981566,Epithelial
558.1078431372549,373.8333333333333,150.4558823529412,Stomal/Other
199.0,372.0846560846561,150.40740740740742,Endothelial cells
622.0,371.425,151.0,Epithelial
615.9152542372881,372.52542372881356,150.8135593220339,Epithelial
548.4956521739131,372.55652173913046,150.57391304347826,CD8- T cells
341.19174757281553,370.74271844660194,149.80825242718447,Epithelial
57.072463768115945,372.18840579710144,150.8840579710145,CD8- T cells
534.7551020408164,371.3945578231293,150.61904761904762,Stomal/Other
166.28112449799198,368.8192771084337,150.44979919678715,CD8- T cells
123.6,370.3666666666667,151.0,Stomal/Other
97.36893203883496,370.18446601941747,150.5728155339806,CD8- T cells
63.8,370.44,151.0,Stomal/Other
415.81714285714287,369.56,150.41142857142856,Epithelial
295.2564102564103,369.97435897435895,150.66666666666666,Epithelial
180.23684210526315,370.55263157894734,151.0,Stomal/Other
521.0555555555555,369.2037037037037,151.0,Stomal/Other
358.9237288135593,369.45762711864404,150.22881355932202,Epithelial
649.96,368.44,150.84,Stomal/Other
640.0970873786408,367.8252427184466,150.5728155339806,Stomal/Other
606.0972222222222,367.81944444444446,150.54166666666666,Stomal/Other
501.9586776859504,368.1487603305785,150.59504132231405,Epithelial
465.6111111111111,368.5,151.0,Epithelial
402.23783783783784,367.92972972972973,150.52972972972972,Epithelial
318.15384615384613,368.2307692307692,151.0,Epithelial
269.6116504854369,368.80582524271847,150.41747572815535,Epithelial
629.3898305084746,366.9491525423729,150.76271186440678,Stomal/Other
460.739837398374,367.2926829268293,150.40650406504065,Epithelial
352.9032258064516,366.61290322580646,151.0,Epithelial
508.1111111111111,365.18518518518516,150.61111111111111,Epithelial
453.0892857142857,366.2142857142857,150.64285714285714,Epithelial
389.9622641509434,366.54716981132077,150.41509433962264,Epithelial
72.0,366.6119402985075,150.76119402985074,CD8- T cells
231.356783919598,364.41206030150755,150.2462311557789,Epithelial
176.11458333333334,365.0833333333333,150.5625,Stomal/Other
148.46067415730337,365.39325842696627,150.17977528089887,Stomal/Other
91.97777777777777,364.8888888888889,151.0,CD8+ T cells
14.451612903225806,364.48387096774195,151.0,Stomal/Other
380.075,364.5125,150.5625,Epithelial
371.60280373831773,364.9065420560748,150.2289719626168,Epithelial
249.9777777777778,364.4,151.0,Epithelial
26.594202898550726,364.5072463768116,150.7246376811594,CD8+ T cells
133.4421768707483,362.36054421768705,149.82993197278913,Stomal/Other
61.57333333333333,362.16,150.53333333333333,CD8- T cells
35.276119402985074,360.13432835820896,150.6044776119403,CD8- T cells
608.3524590163935,362.2295081967213,150.34426229508196,CD8+ T cells
255.64795918367346,359.1683673469388,150.43367346938774,Epithelial
461.3421052631579,359.60526315789474,151.0,Epithelial
219.28169014084506,359.6478873239437,150.6056338028169,Epithelial
2.2291666666666665,360.6041666666667,150.77083333333334,Stomal/Other
528.8196721311475,358.95081967213116,150.70491803278688,Epithelial
483.3231441048035,360.1834061135371,150.5589519650655,Epithelial
273.2111111111111,356.8888888888889,150.64444444444445,Epithelial
623.2631578947369,357.9263157894737,150.61052631578949,Stomal/Other
587.84,359.06,151.0,Stomal/Other
579.0967741935484,359.241935483871,150.5483870967742,Stomal/Other
568.1910828025477,358.02547770700636,150.46496815286625,CD8- T cells
559.6279069767442,357.6744186046512,151.0,CD8- T cells
111.81349206349206,360.50396825396825,150.39285714285714,CD8- T cells
637.1241379310345,357.17241379310343,150.59310344827585,Stomal/Other
373.0769230769231,356.84615384615387,151.0,Epithelial
308.37142857142857,355.8342857142857,150.58285714285714,Epithelial
292.9166666666667,353.4,150.05,Epithelial
47.767955801104975,356.71270718232046,150.32044198895028,CD8+ T cells
521.7291666666666,353.5,150.64583333333334,Epithelial
493.84,354.22,151.0,Epithelial
449.275,354.19166666666666,150.51666666666668,Epithelial
424.25,354.3958333333333,150.58333333333334,Epithelial
199.56345177664974,353.6954314720812,150.27918781725887,Epithelial
143.18421052631578,354.1578947368421,150.64473684210526,Stomal/Other
440.755905511811,352.7007874015748,150.4488188976378,Epithelial
400.3243243243243,354.2432432432432,150.5045045045045,Epithelial
160.85714285714286,353.2857142857143,150.57142857142858,Stomal/Other
176.81176470588235,352.56470588235294,150.54117647058823,Stomal/Other
545.5185185185185,350.5925925925926,151.0,Epithelial
537.1674418604651,351.2418604651163,150.25581395348837,Epithelial
385.75308641975306,351.8641975308642,150.4485596707819,Epithelial
326.2916666666667,351.31944444444446,150.625,Epithelial
243.7710843373494,351.48192771084337,150.57831325301206,Epithelial
216.54347826086956,350.4130434782609,150.7391304347826,Epithelial
44.507462686567166,349.1641791044776,150.65671641791045,Stomal/Other
411.3015873015873,350.1111111111111,150.63492063492063,Epithelial
394.5131578947368,349.92105263157896,150.57894736842104,Epithelial
317.60360360360363,349.39639639639637,150.3963963963964,Epithelial
188.34579439252337,350.0841121495327,150.61682242990653,Epithelial
95.46564885496183,350.0229007633588,150.6412213740458,CD8- T cells
64.65680473372781,350.0295857988166,149.9171597633136,Stomal/Other
12.4609375,349.7265625,150.3515625,CD8+ T cells
647.9416666666667,348.7416666666667,150.59166666666667,CD8+ T cells
454.71875,348.671875,150.546875,Epithelial
353.05945945945945,346.2918918918919,150.4918918918919,Epithelial
150.08928571428572,347.0357142857143,150.73214285714286,Stomal/Other
556.5813953488372,346.5813953488372,150.8953488372093,Stomal/Other
341.48148148148147,346.0925925925926,150.85185185185185,Epithelial
228.56363636363636,344.9818181818182,150.27272727272728,Epithelial
33.28712871287129,346.61386138613864,150.6039603960396,B cells
461.32142857142856,345.39285714285717,151.0,Epithelial
619.664,344.504,150.64,Stomal/Other
484.7916666666667,344.68055555555554,151.0,Epithelial
448.4791666666667,343.1736111111111,150.57638888888889,Epithelial
133.6783625730994,343.56140350877195,150.46783625730995,Stomal/Other
286.09090909090907,343.22727272727275,151.0,Epithelial
267.54347826086956,343.94202898550725,150.6231884057971,Epithelial
194.23668639053255,344.4792899408284,150.3491124260355,Epithelial
179.08235294117648,341.9117647058824,150.54705882352943,Epithelial
217.36,342.24,151.0,Epithelial
207.33070866141733,342.3543307086614,150.53543307086613,Epithelial
168.91596638655463,342.02521008403363,150.52100840336135,Epithelial
118.7843137254902,342.6862745098039,151.0,Stomal/Other
537.3974358974359,339.71153846153845,150.48717948717947,Epithelial
517.8904109589041,342.7260273972603,150.7054794520548,Epithelial
630.8245614035088,340.3421052631579,150.7719298245614,Stomal/Other
600.4081632653061,340.4795918367347,150.76530612244898,B cells
585.9130434782609,339.5652173913044,151.0,Stomal/Other
48.57142857142857,339.75,151.0,Epithelial
315.40932642487047,337.79274611398966,150.27461139896374,Epithelial
571.568306010929,338.59016393442624,150.4262295081967,Stomal/Other
526.1932773109244,338.2352941176471,150.5546218487395,Epithelial
377.13978494623655,338.6236559139785,150.59139784946237,Epithelial
283.6333333333333,337.76666666666665,151.0,Epithelial
144.6931818181818,337.89772727272725,150.61363636363637,CD8- T cells
32.69620253164557,335.56962025316454,150.8987341772152,Stomal/Other
496.56,336.3,151.0,Epithelial
364.40287769784175,337.1798561151079,150.54676258992805,Epithelial
344.5,337.4230769230769,150.46153846153845,Epithelial
227.93975903614458,337.9759036144578,150.53012048192772,Epithelial
428.3,336.4,150.72,Epithelial
383.88607594936707,335.0822784810127,150.5253164556962,Epithelial
321.11475409836066,334.57377049180326,150.70491803278688,Epithelial
551.9375,334.39375,150.66875,Epithelial
396.24590163934425,334.6885245901639,150.5655737704918,Epithelial
293.67410714285717,332.84375,149.54910714285714,Epithelial
649.604938271605,335.22222222222223,150.45679012345678,Epithelial
511.70454545454544,334.34090909090907,151.0,Epithelial
405.8023952095808,335.09580838323353,150.52095808383234,Epithelial
336.21666666666664,333.525,150.27083333333334,Epithelial
260.1517857142857,335.0267857142857,150.5,Epithelial
247.73228346456693,333.7007874015748,150.5511811023622,Epithelial
172.33333333333334,333.71666666666664,151.0,Epithelial
605.6161616161617,333.52525252525254,150.55555555555554,CD8+ T cells
472.7837837837838,331.9189189189189,151.0,Epithelial
305.8029197080292,332.73722627737226,150.5109489051095,Epithelial
223.4792899408284,332.20118343195264,150.18934911242604,Epithelial
160.1818181818182,330.55371900826447,150.35537190082644,Epithelial
612.86,330.44,150.8,CD8- T cells
560.3870967741935,330.0,151.0,Epithelial
534.3333333333334,331.75,151.0,Epithelial
100.8135593220339,330.8728813559322,150.52542372881356,CD8- T cells
208.74025974025975,330.7012987012987,150.63636363636363,Epithelial
127.90625,329.0,150.60416666666666,Stomal/Other
117.1201923076923,330.4567307692308,150.1346153846154,Stomal/Other
88.41666666666667,331.4107142857143,150.23809523809524,Endothelial cells
635.5227272727273,328.6363636363636,151.0,Stomal/Other
417.94505494505495,329.18131868131866,149.76923076923077,Epithelial
234.35570469798657,328.71812080536915,150.36912751677852,Epithelial
442.42424242424244,327.3787878787879,150.56060606060606,Epithelial
436.1774193548387,327.8709677419355,150.6451612903226,Epithelial
358.5857142857143,328.1714285714286,150.67142857142858,Epithelial
461.46,326.76,150.48,Epithelial
27.188034188034187,327.21367521367523,150.55555555555554,Stomal/Other
649.1764705882352,325.4852941176471,150.52941176470588,Epithelial
530.3524590163935,326.04918032786884,150.2377049180328,Epithelial
519.433628318584,324.5486725663717,150.53097345132744,Epithelial
495.6237623762376,325.41584158415844,150.6138613861386,Epithelial
322.6818181818182,325.8636363636364,151.0,Epithelial
277.88990825688074,324.3669724770642,150.12844036697248,Epithelial
199.5686274509804,325.47058823529414,151.0,Epithelial
312.6162790697674,324.16279069767444,150.48837209302326,Epithelial
266.19354838709677,323.7096774193548,151.0,Epithelial
484.40909090909093,322.22727272727275,151.0,Epithelial
369.6216216216216,322.13513513513516,150.78378378378378,Epithelial
251.8181818181818,323.54545454545456,150.53030303030303,Epithelial
209.55,321.81666666666666,150.23888888888888,Epithelial
93.33928571428571,323.7232142857143,150.51785714285714,Endothelial cells
568.6063829787234,322.52127659574467,150.63829787234042,Epithelial
458.47058823529414,321.91764705882355,150.64705882352942,Epithelial
413.4761904761905,323.0,150.82142857142858,Epithelial
16.121739130434783,321.2304347826087,149.9217391304348,Stomal/Other
619.763440860215,319.741935483871,150.74193548387098,CD8+ T cells
598.3448275862069,320.51724137931035,151.0,Stomal/Other
540.7037037037037,319.25925925925924,151.0,Epithelial
533.0571428571428,320.77142857142854,151.0,Epithelial
509.5357142857143,320.26190476190476,150.70238095238096,Epithelial
120.34328358208955,320.85074626865674,150.5820895522388,Stomal/Other
572.5128205128206,317.7307692307692,150.74358974358975,Epithelial
318.58181818181816,320.5,150.57272727272726,Epithelial
283.84466019417476,319.28155339805824,150.5631067961165,Epithelial
181.275,317.9375,150.1125,Epithelial
634.1858974358975,318.1474358974359,150.52564102564102,Stomal/Other
154.47142857142856,318.0571428571429,150.77142857142857,Epithelial
304.27027027027026,316.68918918918916,150.3783783783784,Epithelial
610.9047619047619,316.45238095238096,151.0,Stomal/Other
386.1603053435114,316.6412213740458,150.3969465648855,Epithelial
324.288,315.432,150.488,Epithelial
167.24137931034483,316.7241379310345,151.0,Epithelial
595.4541666666667,315.05833333333334,150.29583333333332,Stomal/Other
578.6470588235294,314.3235294117647,151.0,Epithelial
365.66355140186914,316.89719626168227,150.57943925233644,Epithelial
494.1388888888889,314.0,151.0,Epithelial
432.9142857142857,312.99285714285713,150.4,Epithelial
399.88235294117646,313.6078431372549,150.50980392156862,Epithelial
377.5774647887324,313.76056338028167,150.66197183098592,Epithelial
646.4554973821989,311.6910994764398,150.62303664921467,Epithelial
564.0952380952381,312.3809523809524,151.0,Epithelial
207.4255319148936,311.5531914893617,150.59574468085106,Epithelial
191.88785046728972,311.8317757009346,150.6355140186916,Epithelial
620.2093023255813,310.25581395348837,150.6124031007752,CD8- T cells
549.6589595375723,311.1676300578035,150.28901734104045,Epithelial
518.5593220338983,310.20338983050846,151.0,Epithelial
465.71098265895955,310.46242774566474,150.43930635838151,Epithelial
439.7878787878788,310.6363636363636,151.0,Epithelial
312.52941176470586,311.04411764705884,150.72058823529412,Epithelial
256.969696969697,310.8484848484849,150.64646464646464,Epithelial
122.01775147928994,312.03550295857985,150.27218934911244,Stomal/Other
339.8888888888889,309.2888888888889,150.26111111111112,Epithelial
281.81666666666666,308.06666666666666,150.75833333333333,Epithelial
220.28,309.792,150.624,Epithelial
526.258064516129,308.51612903225805,151.0,Epithelial
387.2,308.76363636363635,150.54545454545453,Epithelial
299.3818181818182,309.54545454545456,150.74545454545455,Epithelial
3.1338028169014085,309.3521126760563,150.25352112676057,Stomal/Other
